1
516
74.223 77.736 14.132 17.678
74.223 77.736 17.678 21.223
77.736 81.248 -21.19 -17.678
77.736 81.248 -17.678 -14.132
77.736 81.248 -14.132 -10.587
77.736 81.248 -10.587 -7.074
77.736 81.248 -7.074 -3.529
77.736 81.248 -3.529 0.017
77.736 81.248 0.017 3.529
77.736 81.248 3.529 7.074
77.736 81.248 7.074 10.62
77.736 81.248 10.62 14.132
77.736 81.248 14.132 17.678
77.736 81.248 17.678 21.223
81.248 84.827 -21.19 -17.678
81.248 84.827 -17.678 -14.132
81.248 84.827 -14.132 -10.587
81.248 84.827 -10.587 -7.074
81.248 84.827 -7.074 -3.529
81.248 84.827 -3.529 0.017
81.248 84.827 0.017 3.529
81.248 84.827 3.529 7.074
81.248 84.827 7.074 10.62
81.248 84.827 10.62 14.132
81.248 84.827 14.132 17.678
81.248 84.827 17.678 21.223
84.827 88.339 -21.19 -17.678
84.827 88.339 -17.678 -14.132
84.827 88.339 -14.132 -10.587
84.827 88.339 -10.587 -7.074
84.827 88.339 -7.074 -3.529
84.827 88.339 -3.529 0.017
84.827 88.339 0.017 3.529
84.827 88.339 3.529 7.074
84.827 88.339 7.074 10.62
84.827 88.339 10.62 14.132
84.827 88.339 14.132 17.678
84.827 88.339 17.678 21.223
88.339 91.851 -21.19 -17.678
88.339 91.851 -17.678 -14.132
88.339 91.851 -14.132 -10.587
88.339 91.851 -10.587 -7.074
88.339 91.851 -7.074 -3.529
88.339 91.851 -3.529 0.017
88.339 91.851 0.017 3.529
88.339 91.851 3.529 7.074
88.339 91.851 7.074 10.62
88.339 91.851 10.62 14.132
88.339 91.851 14.132 17.678
88.339 91.851 17.678 21.223
91.851 95.43 -21.19 -17.678
91.851 95.43 -17.678 -14.132
91.851 95.43 -14.132 -10.587
91.851 95.43 -10.587 -7.074
91.851 95.43 -7.074 -3.529
91.851 95.43 -3.529 0.017
91.851 95.43 0.017 3.529
91.851 95.43 3.529 7.074
91.851 95.43 7.074 10.62
91.851 95.43 10.62 14.132
91.851 95.43 14.132 17.678
91.851 95.43 17.678 21.223
95.43 98.942 -21.19 -17.678
95.43 98.942 -17.678 -14.132
95.43 98.942 -14.132 -10.587
95.43 98.942 -10.587 -7.074
95.43 98.942 -7.074 -3.529
95.43 98.942 -3.529 0.017
95.43 98.942 0.017 3.529
95.43 98.942 3.529 7.074
95.43 98.942 7.074 10.62
95.43 98.942 10.62 14.132
95.43 98.942 14.132 17.678
95.43 98.942 17.678 21.223
98.942 102.455 -21.19 -17.678
98.942 102.455 -17.678 -14.132
98.942 102.455 -14.132 -10.587
98.942 102.455 -10.587 -7.074
98.942 102.455 -7.074 -3.529
98.942 102.455 -3.529 0.017
98.942 102.455 0.017 3.529
98.942 102.455 3.529 7.074
98.942 102.455 7.074 10.62
98.942 102.455 10.62 14.132
98.942 102.455 14.132 17.678
98.942 102.455 17.678 21.223
102.455 106.033 -21.19 -17.678
102.455 106.033 -17.678 -14.132
102.455 106.033 -14.132 -10.587
102.455 106.033 -10.587 -7.074
102.455 106.033 -7.074 -3.529
102.455 106.033 -3.529 0.017
102.455 106.033 0.017 3.529
102.455 106.033 3.529 7.074
102.455 106.033 7.074 10.62
102.455 106.033 10.62 14.132
102.455 106.033 14.132 17.678
102.455 106.033 17.678 21.223
106.033 109.545 -21.19 -17.678
106.033 109.545 -17.678 -14.132
106.033 109.545 -14.132 -10.587
106.033 109.545 -10.587 -7.074
106.033 109.545 -7.074 -3.529
106.033 109.545 -3.529 0.017
106.033 109.545 0.017 3.529
106.033 109.545 3.529 7.074
106.033 109.545 7.074 10.62
106.033 109.545 10.62 14.132
106.033 109.545 14.132 17.678
106.033 109.545 17.678 21.223
109.545 113.058 -21.19 -17.678
109.545 113.058 -17.678 -14.132
109.545 113.058 -14.132 -10.587
109.545 113.058 -10.587 -7.074
109.545 113.058 -7.074 -3.529
109.545 113.058 -3.529 0.017
109.545 113.058 0.017 3.529
109.545 113.058 3.529 7.074
109.545 113.058 7.074 10.62
109.545 113.058 10.62 14.132
109.545 113.058 14.132 17.678
109.545 113.058 17.678 21.223
113.058 116.636 -21.19 -17.678
113.058 116.636 -17.678 -14.132
113.058 116.636 -14.132 -10.587
113.058 116.636 -10.587 -7.074
113.058 116.636 -7.074 -3.529
113.058 116.636 -3.529 0.017
113.058 116.636 0.017 3.529
113.058 116.636 3.529 7.074
113.058 116.636 7.074 10.62
113.058 116.636 10.62 14.132
113.058 116.636 14.132 17.678
113.058 116.636 17.678 21.223
116.636 120.149 -21.19 -17.678
116.636 120.149 -17.678 -14.132
116.636 120.149 -14.132 -10.587
116.636 120.149 -10.587 -7.074
116.636 120.149 -7.074 -3.529
116.636 120.149 -3.529 0.017
116.636 120.149 0.017 3.529
116.636 120.149 3.529 7.074
116.636 120.149 7.074 10.62
116.636 120.149 10.62 14.132
116.636 120.149 14.132 17.678
116.636 120.149 17.678 21.223
120.149 123.661 -21.19 -17.678
120.149 123.661 -17.678 -14.132
120.149 123.661 -14.132 -10.587
120.149 123.661 -10.587 -7.074
120.149 123.661 -7.074 -3.529
120.149 123.661 -3.529 0.017
120.149 123.661 0.017 3.529
120.149 123.661 3.529 7.074
120.149 123.661 7.074 10.62
120.149 123.661 10.62 14.132
120.149 123.661 14.132 17.678
120.149 123.661 17.678 21.223
123.661 127.24 -21.19 -17.678
123.661 127.24 -17.678 -14.132
123.661 127.24 -14.132 -10.587
123.661 127.24 -10.587 -7.074
123.661 127.24 -7.074 -3.529
123.661 127.24 -3.529 0.017
123.661 127.24 0.017 3.529
123.661 127.24 3.529 7.074
123.661 127.24 7.074 10.62
123.661 127.24 10.62 14.132
123.661 127.24 14.132 17.678
123.661 127.24 17.678 21.223
127.24 130.752 -21.19 -17.678
127.24 130.752 -17.678 -14.132
127.24 130.752 -14.132 -10.587
127.24 130.752 -10.587 -7.074
127.24 130.752 -7.074 -3.529
127.24 130.752 -3.529 0.017
127.24 130.752 0.017 3.529
127.24 130.752 3.529 7.074
127.24 130.752 7.074 10.62
127.24 130.752 10.62 14.132
127.24 130.752 14.132 17.678
127.24 130.752 17.678 21.223
130.752 134.264 -21.19 -17.678
130.752 134.264 -17.678 -14.132
130.752 134.264 -14.132 -10.587
130.752 134.264 -10.587 -7.074
130.752 134.264 -7.074 -3.529
130.752 134.264 -3.529 0.017
130.752 134.264 0.017 3.529
130.752 134.264 3.529 7.074
130.752 134.264 7.074 10.62
130.752 134.264 10.62 14.132
130.752 134.264 14.132 17.678
130.752 134.264 17.678 21.223
134.264 137.843 -21.19 -17.678
134.264 137.843 -17.678 -14.132
134.264 137.843 -14.132 -10.587
134.264 137.843 -10.587 -7.074
134.264 137.843 -7.074 -3.529
134.264 137.843 -3.529 0.017
134.264 137.843 0.017 3.529
134.264 137.843 3.529 7.074
134.264 137.843 7.074 10.62
134.264 137.843 10.62 14.132
134.264 137.843 14.132 17.678
134.264 137.843 17.678 21.223
137.843 141.355 -21.19 -17.678
137.843 141.355 -17.678 -14.132
137.843 141.355 -14.132 -10.587
137.843 141.355 -10.587 -7.074
137.843 141.355 -7.074 -3.529
137.843 141.355 -3.529 0.017
137.843 141.355 0.017 3.529
137.843 141.355 3.529 7.074
137.843 141.355 7.074 10.62
137.843 141.355 10.62 14.132
137.843 141.355 14.132 17.678
137.843 141.355 17.678 21.223
141.355 144.868 -21.19 -17.678
141.355 144.868 -17.678 -14.132
141.355 144.868 -14.132 -10.587
141.355 144.868 -10.587 -7.074
141.355 144.868 -7.074 -3.529
141.355 144.868 -3.529 0.017
141.355 144.868 0.017 3.529
141.355 144.868 3.529 7.074
141.355 144.868 7.074 10.62
141.355 144.868 10.62 14.132
141.355 144.868 14.132 17.678
141.355 144.868 17.678 21.223
144.868 148.446 -21.19 -17.678
144.868 148.446 -17.678 -14.132
144.868 148.446 -14.132 -10.587
144.868 148.446 -10.587 -7.074
144.868 148.446 -7.074 -3.529
144.868 148.446 -3.529 0.017
144.868 148.446 0.017 3.529
144.868 148.446 3.529 7.074
144.868 148.446 7.074 10.62
144.868 148.446 10.62 14.132
144.868 148.446 14.132 17.678
144.868 148.446 17.678 21.223
148.446 151.959 -21.19 -17.678
148.446 151.959 -17.678 -14.132
148.446 151.959 -14.132 -10.587
148.446 151.959 -10.587 -7.074
148.446 151.959 -7.074 -3.529
148.446 151.959 -3.529 0.017
148.446 151.959 0.017 3.529
148.446 151.959 3.529 7.074
148.446 151.959 7.074 10.62
148.446 151.959 10.62 14.132
148.446 151.959 14.132 17.678
148.446 151.959 17.678 21.223
151.959 155.471 -21.19 -17.678
151.959 155.471 -17.678 -14.132
151.959 155.471 -14.132 -10.587
151.959 155.471 -10.587 -7.074
151.959 155.471 -7.074 -3.529
151.959 155.471 -3.529 0.017
151.959 155.471 0.017 3.529
151.959 155.471 3.529 7.074
151.959 155.471 7.074 10.62
151.959 155.471 10.62 14.132
151.959 155.471 14.132 17.678
151.959 155.471 17.678 21.223
155.471 159.05 -21.19 -17.678
155.471 159.05 -17.678 -14.132
155.471 159.05 -14.132 -10.587
155.471 159.05 -10.587 -7.074
155.471 159.05 -7.074 -3.529
155.471 159.05 -3.529 0.017
155.471 159.05 0.017 3.529
155.471 159.05 3.529 7.074
155.471 159.05 7.074 10.62
155.471 159.05 10.62 14.132
155.471 159.05 14.132 17.678
155.471 159.05 17.678 21.223
159.05 162.562 -21.19 -17.678
159.05 162.562 -17.678 -14.132
159.05 162.562 -14.132 -10.587
159.05 162.562 -10.587 -7.074
159.05 162.562 -7.074 -3.529
159.05 162.562 -3.529 0.017
159.05 162.562 0.017 3.529
159.05 162.562 3.529 7.074
159.05 162.562 7.074 10.62
159.05 162.562 10.62 14.132
159.05 162.562 14.132 17.678
159.05 162.562 17.678 21.223
162.562 166.074 -21.19 -17.678
162.562 166.074 -17.678 -14.132
162.562 166.074 -14.132 -10.587
162.562 166.074 -10.587 -7.074
162.562 166.074 -7.074 -3.529
162.562 166.074 -3.529 0.017
162.562 166.074 0.017 3.529
162.562 166.074 3.529 7.074
162.562 166.074 7.074 10.62
162.562 166.074 10.62 14.132
162.562 166.074 14.132 17.678
162.562 166.074 17.678 21.223
166.074 169.653 -21.19 -17.678
166.074 169.653 -17.678 -14.132
166.074 169.653 -14.132 -10.587
166.074 169.653 -10.587 -7.074
166.074 169.653 -7.074 -3.529
166.074 169.653 -3.529 0.017
166.074 169.653 0.017 3.529
166.074 169.653 3.529 7.074
166.074 169.653 7.074 10.62
166.074 169.653 10.62 14.132
166.074 169.653 14.132 17.678
166.074 169.653 17.678 21.223
169.653 173.165 -21.19 -17.678
169.653 173.165 -17.678 -14.132
169.653 173.165 -14.132 -10.587
169.653 173.165 -10.587 -7.074
169.653 173.165 -7.074 -3.529
169.653 173.165 -3.529 0.017
169.653 173.165 0.017 3.529
169.653 173.165 3.529 7.074
169.653 173.165 7.074 10.62
169.653 173.165 10.62 14.132
169.653 173.165 14.132 17.678
169.653 173.165 17.678 21.223
173.165 176.678 -21.19 -17.678
173.165 176.678 -17.678 -14.132
173.165 176.678 -14.132 -10.587
173.165 176.678 -10.587 -7.074
173.165 176.678 -7.074 -3.529
173.165 176.678 -3.529 0.017
173.165 176.678 0.017 3.529
173.165 176.678 3.529 7.074
173.165 176.678 7.074 10.62
173.165 176.678 10.62 14.132
173.165 176.678 14.132 17.678
173.165 176.678 17.678 21.223
176.678 180.256 -21.19 -17.678
176.678 180.256 -17.678 -14.132
176.678 180.256 -14.132 -10.587
176.678 180.256 -10.587 -7.074
176.678 180.256 -7.074 -3.529
176.678 180.256 -3.529 0.017
176.678 180.256 0.017 3.529
176.678 180.256 3.529 7.074
176.678 180.256 7.074 10.62
176.678 180.256 10.62 14.132
176.678 180.256 14.132 17.678
176.678 180.256 17.678 21.223
